file,type,smells,frame
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/assets/test_asset_reference.js,Global Variable,"{'line': 2, 'column': 4, 'index': 48}","  1 | describe('pc.AssetReference', function () {
  298 |         runTransformTest.call(this, defaultXDelta * 2, defaultYDelta * 2);
  299 |     });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Duplicate Assert,"{'line': 401, 'column': 8, 'index': 9910}","  399 |         app.update(0.1);
  400 |         app.render();
> 401 |         expect(e.element.isVisibleForCamera(camera.camera.camera)).to.be.false;
      |        ^ Duplicate Assert
  402 |
  403 |         // move just into parent
  404 |         e.translateLocal(-2, 0, 0);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Duplicate Assert,"{'line': 409, 'column': 8, 'index': 10136}","  407 |         app.update(0.1);
  408 |         app.render();
> 409 |         expect(e.element.isVisibleForCamera(camera.camera.camera)).to.be.true;
      |        ^ Duplicate Assert
  410 |
  411 |     });
  412 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Duplicate Assert,"{'line': 450, 'column': 8, 'index': 11200}","  448 |         app.update(0.1);
  449 |         app.render();
> 450 |         expect(e.element.isVisibleForCamera(camera.camera.camera)).to.be.false;
      |        ^ Duplicate Assert
  451 |
  452 |         // move just into parent
  453 |         e.translateLocal(-2, 0, 0);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Duplicate Assert,"{'line': 458, 'column': 8, 'index': 11426}","  456 |         app.update(0.1);
  457 |         app.render();
> 458 |         expect(e.element.isVisibleForCamera(camera.camera.camera)).to.be.true;
      |        ^ Duplicate Assert
  459 |
  460 |     });
  461 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 2, 'column': 4, 'index': 48}","  1 | describe(""pc.Element: Masks"", function () {
> 2 |     var app;
    |    ^ Global Variable
  3 |     var canvas;
  4 |
  5 |     beforeEach(function () {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 3, 'column': 4, 'index': 61}","  1 | describe(""pc.Element: Masks"", function () {
  2 |     var app;
> 3 |     var canvas;
    |    ^ Global Variable
  4 |
  5 |     beforeEach(function () {
  6 |         canvas = document.createElement(""canvas"")"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 17, 'column': 8, 'index': 352}","  15 |
  16 |     it(""add / remove"", function () {
> 17 |         var e = new pc.Entity();
     |        ^ Global Variable
  18 |         e.addComponent('element', {
  19 |             type: 'image',
  20 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 32, 'column': 8, 'index': 624}","  30 |
  31 |     it(""masked children"", function () {
> 32 |         var m1 = new pc.Entity();
     |        ^ Global Variable
  33 |         m1.addComponent('element', {
  34 |             type: 'image',
  35 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 38, 'column': 8, 'index': 758}","  36 |         });
  37 |
> 38 |         var c1 = new pc.Entity();
     |        ^ Global Variable
  39 |         c1.addComponent('element', {
  40 |             type: 'image',
  41 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 52, 'column': 8, 'index': 1071}","  50 |
  51 |     it(""sub-masked children"", function () {
> 52 |         var m1 = new pc.Entity(""m1"");
     |        ^ Global Variable
  53 |         m1.addComponent('element', {
  54 |             type: 'image',
  55 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 58, 'column': 8, 'index': 1209}","  56 |         });
  57 |
> 58 |         var c1 = new pc.Entity(""c1"");
     |        ^ Global Variable
  59 |         c1.addComponent('element', {
  60 |             type: 'image',
  61 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 64, 'column': 8, 'index': 1347}","  62 |         });
  63 |
> 64 |         var c2 = new pc.Entity(""c2"");
     |        ^ Global Variable
  65 |         c2.addComponent('element', {
  66 |             type: 'image',
  67 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 86, 'column': 8, 'index': 1929}","  84 |         // |    |
  85 |         // c1   c2
> 86 |         var m1 = new pc.Entity(""m1"");
     |        ^ Global Variable
  87 |         m1.addComponent('element', {
  88 |             type: 'image',
  89 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 92, 'column': 8, 'index': 2067}","  90 |         });
  91 |
> 92 |         var m2 = new pc.Entity(""m2"");
     |        ^ Global Variable
  93 |         m2.addComponent('element', {
  94 |             type: 'image',
  95 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 98, 'column': 8, 'index': 2205}","   96 |         });
   97 |
>  98 |         var c1 = new pc.Entity(""c1"");
      |        ^ Global Variable
   99 |         c1.addComponent('element', {
  100 |             type: 'image'
  101 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 103, 'column': 8, 'index': 2319}","  101 |         });
  102 |
> 103 |         var c2 = new pc.Entity(""c2"");
      |        ^ Global Variable
  104 |         c2.addComponent('element', {
  105 |             type: 'image',
  106 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 131, 'column': 8, 'index': 3036}","  129 |         // |  \     |
  130 |         // c31 c32  d31
> 131 |         var top = new pc.Entity(""top"")
      |        ^ Global Variable
  132 |         top.addComponent('element', {
  133 |             type: 'group'
  134 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 136, 'column': 8, 'index': 3152}","  134 |         });
  135 |
> 136 |         var m11 = new pc.Entity(""m11"");
      |        ^ Global Variable
  137 |         m11.addComponent('element', {
  138 |             type: 'image',
  139 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 142, 'column': 8, 'index': 3293}","  140 |         });
  141 |
> 142 |         var m12 = new pc.Entity(""m12"");
      |        ^ Global Variable
  143 |         m12.addComponent('element', {
  144 |             type: 'image',
  145 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 148, 'column': 8, 'index': 3434}","  146 |         });
  147 |
> 148 |         var m21 = new pc.Entity(""m21"");
      |        ^ Global Variable
  149 |         m21.addComponent('element', {
  150 |             type: 'image',
  151 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 154, 'column': 8, 'index': 3575}","  152 |         });
  153 |
> 154 |         var c31 = new pc.Entity(""c31"");
      |        ^ Global Variable
  155 |         c31.addComponent('element', {
  156 |             type: 'image',
  157 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 159, 'column': 8, 'index': 3693}","  157 |         });
  158 |
> 159 |         var c32 = new pc.Entity(""c32"");
      |        ^ Global Variable
  160 |         c32.addComponent('element', {
  161 |             type: 'image',
  162 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 164, 'column': 8, 'index': 3811}","  162 |         });
  163 |
> 164 |         var m22 = new pc.Entity(""m22"");
      |        ^ Global Variable
  165 |         m22.addComponent('element', {
  166 |             type: 'image',
  167 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 170, 'column': 8, 'index': 3952}","  168 |         });
  169 |
> 170 |         var d31 = new pc.Entity(""d31"");
      |        ^ Global Variable
  171 |         d31.addComponent('element', {
  172 |             type: 'image',
  173 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 210, 'column': 8, 'index': 5058}","  208 |
  209 |
> 210 |         var m11 = new pc.Entity(""m11"");
      |        ^ Global Variable
  211 |         m11.addComponent('element', {
  212 |             type: 'image',
  213 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 216, 'column': 8, 'index': 5199}","  214 |         });
  215 |
> 216 |         var m12 = new pc.Entity(""m12"");
      |        ^ Global Variable
  217 |         m12.addComponent('element', {
  218 |             type: 'image',
  219 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 222, 'column': 8, 'index': 5340}","  220 |         });
  221 |
> 222 |         var m21 = new pc.Entity(""m21"");
      |        ^ Global Variable
  223 |         m21.addComponent('element', {
  224 |             type: 'image',
  225 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 228, 'column': 8, 'index': 5481}","  226 |         });
  227 |
> 228 |         var c1 = new pc.Entity(""c1"");
      |        ^ Global Variable
  229 |         c1.addComponent('element', {
  230 |             type: 'image',
  231 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 233, 'column': 8, 'index': 5596}","  231 |         });
  232 |
> 233 |         var m22 = new pc.Entity(""m22"");
      |        ^ Global Variable
  234 |         m22.addComponent('element', {
  235 |             type: 'image',
  236 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 239, 'column': 8, 'index': 5737}","  237 |         });
  238 |
> 239 |         var d1 = new pc.Entity(""d1"");
      |        ^ Global Variable
  240 |         d1.addComponent('element', {
  241 |             type: 'image',
  242 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 273, 'column': 8, 'index': 6670}","  271 |
  272 |
> 273 |         var m1 = new pc.Entity(""m1"");
      |        ^ Global Variable
  274 |         m1.addComponent('element', {
  275 |             type: 'image',
  276 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 279, 'column': 8, 'index': 6808}","  277 |         });
  278 |
> 279 |         var m2 = new pc.Entity(""m2"");
      |        ^ Global Variable
  280 |         m2.addComponent('element', {
  281 |             type: 'image',
  282 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 285, 'column': 8, 'index': 6946}","  283 |         });
  284 |
> 285 |         var c1 = new pc.Entity(""c1"");
      |        ^ Global Variable
  286 |         c1.addComponent('element', {
  287 |             type: 'image',
  288 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 290, 'column': 8, 'index': 7061}","  288 |         });
  289 |
> 290 |         var c2 = new pc.Entity(""c2"");
      |        ^ Global Variable
  291 |         c2.addComponent('element', {
  292 |             type: 'image',
  293 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 319, 'column': 8, 'index': 7767}","  317 |
  318 |
> 319 |         var m1 = new pc.Entity(""m1"");
      |        ^ Global Variable
  320 |         m1.addComponent('element', {
  321 |             type: 'image',
  322 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 325, 'column': 8, 'index': 7905}","  323 |         });
  324 |
> 325 |         var m2 = new pc.Entity(""m2"");
      |        ^ Global Variable
  326 |         m2.addComponent('element', {
  327 |             type: 'image',
  328 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 331, 'column': 8, 'index': 8043}","  329 |         });
  330 |
> 331 |         var m3 = new pc.Entity(""m3"");
      |        ^ Global Variable
  332 |         m3.addComponent('element', {
  333 |             type: 'image',
  334 |             mask: true"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 337, 'column': 8, 'index': 8181}","  335 |         });
  336 |
> 337 |         var c1 = new pc.Entity(""c1"");
      |        ^ Global Variable
  338 |         c1.addComponent('element', {
  339 |             type: 'image',
  340 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 342, 'column': 8, 'index': 8296}","  340 |         });
  341 |
> 342 |         var c2 = new pc.Entity(""c2"");
      |        ^ Global Variable
  343 |         c2.addComponent('element', {
  344 |             type: 'image',
  345 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 365, 'column': 8, 'index': 8995}","  363 |
  364 |     it(""ImageElement outside a mask is culled"", function () {
> 365 |         var screen = new pc.Entity();
      |        ^ Global Variable
  366 |         screen.addComponent('screen', {
  367 |             screenSpace: true
  368 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 371, 'column': 8, 'index': 9151}","  369 |         app.root.addChild(screen);
  370 |
> 371 |         var mask = new pc.Entity();
      |        ^ Global Variable
  372 |         mask.addComponent('element', {
  373 |             type: 'image',
  374 |             width: 100,"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 381, 'column': 8, 'index': 9399}","  379 |         screen.addChild(mask);
  380 |
> 381 |         var e = new pc.Entity();
      |        ^ Global Variable
  382 |         e.addComponent('element', {
  383 |             type: 'image',
  384 |             width: 50,"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 391, 'column': 8, 'index': 9650}","  389 |         mask.addChild(e);
  390 |
> 391 |         var camera = new pc.Entity();
      |        ^ Global Variable
  392 |         camera.addComponent('camera');
  393 |         app.root.addChild(camera);
  394 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 414, 'column': 8, 'index': 10286}","  412 |
  413 |     it(""TextElement outside a mask is culled"", function () {
> 414 |         var screen = new pc.Entity();
      |        ^ Global Variable
  415 |         screen.addComponent('screen', {
  416 |             screenSpace: true
  417 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 420, 'column': 8, 'index': 10442}","  418 |         app.root.addChild(screen);
  419 |
> 420 |         var mask = new pc.Entity();
      |        ^ Global Variable
  421 |         mask.addComponent('element', {
  422 |             type: 'image',
  423 |             width: 100,"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 430, 'column': 8, 'index': 10690}","  428 |         screen.addChild(mask);
  429 |
> 430 |         var e = new pc.Entity();
      |        ^ Global Variable
  431 |         e.addComponent('element', {
  432 |             type: 'text',
  433 |             width: 50,"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_elementmasks.js,Global Variable,"{'line': 440, 'column': 8, 'index': 10940}","  438 |         mask.addChild(e);
  439 |
> 440 |         var camera = new pc.Entity();
      |        ^ Global Variable
  441 |         camera.addComponent('camera');
  442 |         app.root.addChild(camera);
  443 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Conditional Test Logic,"{'line': 29, 'column': 12, 'index': 709}","  27 |         app.assets.on('load', function (asset) {
  28 |             count++;
> 29 |             if (count === list.length) {
     |            ^ Conditional Test Logic
  30 |                 cb();
  31 |             }
  32 |         });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Conditional Test Logic,"{'line': 35, 'column': 8, 'index': 826}","  33 |
  34 |         // add and load assets
> 35 |         for (var i = 0; i < list.length; i++) {
     |        ^ Conditional Test Logic
  36 |             app.assets.add(list[i]);
  37 |             app.assets.load(list[i]);
  38 |         }"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Conditional Test Logic,"{'line': 107, 'column': 12, 'index': 2936}","  105 |         var _onSpriteAssetLoaded = pc.ImageElement.prototype._onSpriteAssetLoaded;
  106 |         pc.ImageElement.prototype._onSpriteAssetLoaded = function () {
> 107 |             if (destroyed) {
      |            ^ Conditional Test Logic
  108 |                 ok(false, ""_onSpriteAssetLoaded called after Element is destroyed"");
  109 |             } else {
  110 |                 _onSpriteAssetLoaded.apply(this, arguments);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Conditional Test Logic,"{'line': 130, 'column': 12, 'index': 3609}","  128 |         var _onTextureLoad = pc.ImageElement.prototype._onTextureLoad;
  129 |         pc.ImageElement.prototype._onTextureLoad = function () {
> 130 |             if (destroyed) {
      |            ^ Conditional Test Logic
  131 |                 fail(""_onTextureLoad called after Element is destroyed"");
  132 |                 done();
  133 |             } else {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Conditional Test Logic,"{'line': 164, 'column': 12, 'index': 4562}","  162 |         var _onMaterialLoad = pc.ImageElement.prototype._onMaterialLoad;
  163 |         pc.ImageElement.prototype._onMaterialLoad = function () {
> 164 |             if (destroyed) {
      |            ^ Conditional Test Logic
  165 |                 fail(false, ""_onMaterialLoad called after Element is destroyed"");
  166 |                 done();
  167 |             } else {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Conditional Test Logic,"{'line': 990, 'column': 8, 'index': 32141}","  988 |         });
  989 |
> 990 |         if (spriteAsset.resource) {
      |        ^ Conditional Test Logic
  991 |             fail(""spriteAsset should not be loaded at this stage"");
  992 |         }
  993 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 192, 'column': 8, 'index': 5336}","  190 |
  191 |     it('Texture asset unbound on destroy', function () {
> 192 |         expect(assets.texture.hasEvent('change')).to.be.false;
      |        ^ Duplicate Assert
  193 |         expect(assets.texture.hasEvent('load')).to.be.false;
  194 |         expect(assets.texture.hasEvent('remove')).to.be.false;
  195 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 193, 'column': 8, 'index': 5399}","  191 |     it('Texture asset unbound on destroy', function () {
  192 |         expect(assets.texture.hasEvent('change')).to.be.false;
> 193 |         expect(assets.texture.hasEvent('load')).to.be.false;
      |        ^ Duplicate Assert
  194 |         expect(assets.texture.hasEvent('remove')).to.be.false;
  195 |
  196 |         var e = new pc.Entity();"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 194, 'column': 8, 'index': 5460}","  192 |         expect(assets.texture.hasEvent('change')).to.be.false;
  193 |         expect(assets.texture.hasEvent('load')).to.be.false;
> 194 |         expect(assets.texture.hasEvent('remove')).to.be.false;
      |        ^ Duplicate Assert
  195 |
  196 |         var e = new pc.Entity();
  197 |         e.addComponent('element', {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 203, 'column': 8, 'index': 5704}","  201 |         app.root.addChild(e);
  202 |
> 203 |         expect(assets.texture.hasEvent('change')).to.be.true;
      |        ^ Duplicate Assert
  204 |         expect(assets.texture.hasEvent('load')).to.be.true;
  205 |         expect(assets.texture.hasEvent('remove')).to.be.true;
  206 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 204, 'column': 8, 'index': 5766}","  202 |
  203 |         expect(assets.texture.hasEvent('change')).to.be.true;
> 204 |         expect(assets.texture.hasEvent('load')).to.be.true;
      |        ^ Duplicate Assert
  205 |         expect(assets.texture.hasEvent('remove')).to.be.true;
  206 |
  207 |         e.destroy();"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 205, 'column': 8, 'index': 5826}","  203 |         expect(assets.texture.hasEvent('change')).to.be.true;
  204 |         expect(assets.texture.hasEvent('load')).to.be.true;
> 205 |         expect(assets.texture.hasEvent('remove')).to.be.true;
      |        ^ Duplicate Assert
  206 |
  207 |         e.destroy();
  208 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 209, 'column': 8, 'index': 5911}","  207 |         e.destroy();
  208 |
> 209 |         expect(assets.texture.hasEvent('change')).to.be.false;
      |        ^ Duplicate Assert
  210 |         expect(assets.texture.hasEvent('load')).to.be.false;
  211 |         expect(assets.texture.hasEvent('remove')).to.be.false;
  212 |     });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 210, 'column': 8, 'index': 5974}","  208 |
  209 |         expect(assets.texture.hasEvent('change')).to.be.false;
> 210 |         expect(assets.texture.hasEvent('load')).to.be.false;
      |        ^ Duplicate Assert
  211 |         expect(assets.texture.hasEvent('remove')).to.be.false;
  212 |     });
  213 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 211, 'column': 8, 'index': 6035}","  209 |         expect(assets.texture.hasEvent('change')).to.be.false;
  210 |         expect(assets.texture.hasEvent('load')).to.be.false;
> 211 |         expect(assets.texture.hasEvent('remove')).to.be.false;
      |        ^ Duplicate Assert
  212 |     });
  213 |
  214 |     it('Texture asset unbound on reset', function () {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 215, 'column': 8, 'index': 6162}","  213 |
  214 |     it('Texture asset unbound on reset', function () {
> 215 |         expect(assets.texture.hasEvent('change')).to.be.false;
      |        ^ Duplicate Assert
  216 |         expect(assets.texture.hasEvent('load')).to.be.false;
  217 |         expect(assets.texture.hasEvent('remove')).to.be.false;
  218 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 216, 'column': 8, 'index': 6225}","  214 |     it('Texture asset unbound on reset', function () {
  215 |         expect(assets.texture.hasEvent('change')).to.be.false;
> 216 |         expect(assets.texture.hasEvent('load')).to.be.false;
      |        ^ Duplicate Assert
  217 |         expect(assets.texture.hasEvent('remove')).to.be.false;
  218 |
  219 |         var e = new pc.Entity();"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 217, 'column': 8, 'index': 6286}","  215 |         expect(assets.texture.hasEvent('change')).to.be.false;
  216 |         expect(assets.texture.hasEvent('load')).to.be.false;
> 217 |         expect(assets.texture.hasEvent('remove')).to.be.false;
      |        ^ Duplicate Assert
  218 |
  219 |         var e = new pc.Entity();
  220 |         e.addComponent('element', {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 226, 'column': 8, 'index': 6530}","  224 |         app.root.addChild(e);
  225 |
> 226 |         expect(assets.texture.hasEvent('change')).to.be.true;
      |        ^ Duplicate Assert
  227 |         expect(assets.texture.hasEvent('load')).to.be.true;
  228 |         expect(assets.texture.hasEvent('remove')).to.be.true;
  229 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 227, 'column': 8, 'index': 6592}","  225 |
  226 |         expect(assets.texture.hasEvent('change')).to.be.true;
> 227 |         expect(assets.texture.hasEvent('load')).to.be.true;
      |        ^ Duplicate Assert
  228 |         expect(assets.texture.hasEvent('remove')).to.be.true;
  229 |
  230 |         e.element.textureAsset = null;"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 228, 'column': 8, 'index': 6652}","  226 |         expect(assets.texture.hasEvent('change')).to.be.true;
  227 |         expect(assets.texture.hasEvent('load')).to.be.true;
> 228 |         expect(assets.texture.hasEvent('remove')).to.be.true;
      |        ^ Duplicate Assert
  229 |
  230 |         e.element.textureAsset = null;
  231 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 232, 'column': 8, 'index': 6755}","  230 |         e.element.textureAsset = null;
  231 |
> 232 |         expect(assets.texture.hasEvent('change')).to.be.false;
      |        ^ Duplicate Assert
  233 |         expect(assets.texture.hasEvent('load')).to.be.false;
  234 |         expect(assets.texture.hasEvent('remove')).to.be.false;
  235 |     });"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 233, 'column': 8, 'index': 6818}","  231 |
  232 |         expect(assets.texture.hasEvent('change')).to.be.false;
> 233 |         expect(assets.texture.hasEvent('load')).to.be.false;
      |        ^ Duplicate Assert
  234 |         expect(assets.texture.hasEvent('remove')).to.be.false;
  235 |     });
  236 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 234, 'column': 8, 'index': 6879}","  232 |         expect(assets.texture.hasEvent('change')).to.be.false;
  233 |         expect(assets.texture.hasEvent('load')).to.be.false;
> 234 |         expect(assets.texture.hasEvent('remove')).to.be.false;
      |        ^ Duplicate Assert
  235 |     });
  236 |
  237 |     it('Texture asset unbound when sprite assigned', function () {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 238, 'column': 8, 'index': 7018}","  236 |
  237 |     it('Texture asset unbound when sprite assigned', function () {
> 238 |         expect(assets.texture.hasEvent('change')).to.be.false;
      |        ^ Duplicate Assert
  239 |         expect(assets.texture.hasEvent('load')).to.be.false;
  240 |         expect(assets.texture.hasEvent('remove')).to.be.false;
  241 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 239, 'column': 8, 'index': 7081}","  237 |     it('Texture asset unbound when sprite assigned', function () {
  238 |         expect(assets.texture.hasEvent('change')).to.be.false;
> 239 |         expect(assets.texture.hasEvent('load')).to.be.false;
      |        ^ Duplicate Assert
  240 |         expect(assets.texture.hasEvent('remove')).to.be.false;
  241 |
  242 |         var e = new pc.Entity();"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 240, 'column': 8, 'index': 7142}","  238 |         expect(assets.texture.hasEvent('change')).to.be.false;
  239 |         expect(assets.texture.hasEvent('load')).to.be.false;
> 240 |         expect(assets.texture.hasEvent('remove')).to.be.false;
      |        ^ Duplicate Assert
  241 |
  242 |         var e = new pc.Entity();
  243 |         e.addComponent('element', {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/components/element/test_imageelement.js,Duplicate Assert,"{'line': 249, 'column': 8, 'index': 7386}","  247 |         app.root.addChild(e);
  248 |
> 249 |         expect(assets.texture.hasEvent('change')).to.be.true;
      |        ^ Duplicate Assert
