file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/wakatime.test.js,Duplicate Assert,"{'line': 138, 'column': 4, 'index': 3543}","  136 |     await wakatime(req, res);
      |           ^ Eager Test
  302 |     expect(getCircleLength(100)).toBeCloseTo(628.318);
  303 |   });
  304 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 302, 'column': 11, 'index': 10548}","  300 |     expect(getCircleLength(80)).toBeCloseTo(502.654);
  301 |     expect(getCircleLength(90)).toBeCloseTo(565.486);
> 302 |     expect(getCircleLength(100)).toBeCloseTo(628.318);
      |           ^ Eager Test
  303 |   });
  304 |
  305 |   it(""trimTopLanguages"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 306, 'column': 11, 'index': 10643}","  304 |
  305 |   it(""trimTopLanguages"", () => {
> 306 |     expect(trimTopLanguages([])).toStrictEqual({
      |           ^ Eager Test
  307 |       langs: [],
  308 |       totalLanguageSize: 0,
  309 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 310, 'column': 11, 'index': 10745}","  308 |       totalLanguageSize: 0,
  309 |     });
> 310 |     expect(trimTopLanguages([langs.javascript])).toStrictEqual({
      |           ^ Eager Test
  311 |       langs: [langs.javascript],
  312 |       totalLanguageSize: 200,
  313 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 314, 'column': 11, 'index': 10881}","  312 |       totalLanguageSize: 200,
  313 |     });
> 314 |     expect(trimTopLanguages([langs.javascript, langs.HTML], 5)).toStrictEqual({
      |           ^ Eager Test
  315 |       langs: [langs.javascript, langs.HTML],
  316 |       totalLanguageSize: 400,
  317 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 318, 'column': 11, 'index': 11044}","  316 |       totalLanguageSize: 400,
  317 |     });
> 318 |     expect(trimTopLanguages(langs, 5)).toStrictEqual({
      |           ^ Eager Test
  319 |       langs: Object.values(langs),
  320 |       totalLanguageSize: 500,
  321 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 322, 'column': 11, 'index': 11172}","  320 |       totalLanguageSize: 500,
  321 |     });
> 322 |     expect(trimTopLanguages(langs, 2)).toStrictEqual({
      |           ^ Eager Test
  323 |       langs: Object.values(langs).slice(0, 2),
  324 |       totalLanguageSize: 400,
  325 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 326, 'column': 11, 'index': 11312}","  324 |       totalLanguageSize: 400,
  325 |     });
> 326 |     expect(trimTopLanguages(langs, 5, [""javascript""])).toStrictEqual({
      |           ^ Eager Test
  327 |       langs: [langs.HTML, langs.css],
  328 |       totalLanguageSize: 300,
  329 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 334, 'column': 6, 'index': 11522}","  332 |   it(""getDefaultLanguagesCountByLayout"", () => {
  333 |     expect(
> 334 |       getDefaultLanguagesCountByLayout({ layout: ""normal"" }),
      |      ^ Eager Test
  335 |     ).toStrictEqual(5);
  336 |     expect(getDefaultLanguagesCountByLayout({})).toStrictEqual(5);
  337 |     expect("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 336, 'column': 11, 'index': 11613}","  334 |       getDefaultLanguagesCountByLayout({ layout: ""normal"" }),
  335 |     ).toStrictEqual(5);
> 336 |     expect(getDefaultLanguagesCountByLayout({})).toStrictEqual(5);
      |           ^ Eager Test
  337 |     expect(
  338 |       getDefaultLanguagesCountByLayout({ layout: ""compact"" }),
  339 |     ).toStrictEqual(6);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 338, 'column': 6, 'index': 11687}","  336 |     expect(getDefaultLanguagesCountByLayout({})).toStrictEqual(5);
  337 |     expect(
> 338 |       getDefaultLanguagesCountByLayout({ layout: ""compact"" }),
      |      ^ Eager Test
  339 |     ).toStrictEqual(6);
  340 |     expect(
  341 |       getDefaultLanguagesCountByLayout({ hide_progress: true }),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 341, 'column': 6, 'index': 11786}","  339 |     ).toStrictEqual(6);
  340 |     expect(
> 341 |       getDefaultLanguagesCountByLayout({ hide_progress: true }),
      |      ^ Eager Test
  342 |     ).toStrictEqual(6);
  343 |     expect(getDefaultLanguagesCountByLayout({ layout: ""donut"" })).toStrictEqual(
  344 |       5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 343, 'column': 11, 'index': 11880}","  341 |       getDefaultLanguagesCountByLayout({ hide_progress: true }),
  342 |     ).toStrictEqual(6);
> 343 |     expect(getDefaultLanguagesCountByLayout({ layout: ""donut"" })).toStrictEqual(
      |           ^ Eager Test
  344 |       5,
  345 |     );
  346 |     expect("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 347, 'column': 6, 'index': 11984}","  345 |     );
  346 |     expect(
> 347 |       getDefaultLanguagesCountByLayout({ layout: ""donut-vertical"" }),
      |      ^ Eager Test
  348 |     ).toStrictEqual(6);
  349 |     expect(getDefaultLanguagesCountByLayout({ layout: ""pie"" })).toStrictEqual(
  350 |       6,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 349, 'column': 11, 'index': 12083}","  347 |       getDefaultLanguagesCountByLayout({ layout: ""donut-vertical"" }),
  348 |     ).toStrictEqual(6);
> 349 |     expect(getDefaultLanguagesCountByLayout({ layout: ""pie"" })).toStrictEqual(
      |           ^ Eager Test
  350 |       6,
  351 |     );
  352 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 387, 'column': 30, 'index': 13175}","  385 |
  386 |   it(""should hide languages when hide is passed"", () => {
> 387 |     document.body.innerHTML = renderTopLanguages(langs, {
      |                              ^ Eager Test
  388 |       hide: [""HTML""],
  389 |     });
  390 |     expect(queryAllByTestId(document.body, ""lang-name"")[0]).toBeInTheDocument("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 399, 'column': 30, 'index': 13581}","  397 |
  398 |     // multiple languages passed
> 399 |     document.body.innerHTML = renderTopLanguages(langs, {
      |                              ^ Eager Test
  400 |       hide: [""HTML"", ""css""],
  401 |     });
  402 |     expect(queryAllByTestId(document.body, ""lang-name"")[0]).toBeInTheDocument("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 409, 'column': 30, 'index': 13938}","  407 |
  408 |   it(""should resize the height correctly depending on langs"", () => {
> 409 |     document.body.innerHTML = renderTopLanguages(langs, {});
      |                              ^ Eager Test
  410 |     expect(document.querySelector(""svg"")).toHaveAttribute(""height"", ""205"");
  411 |
  412 |     document.body.innerHTML = renderTopLanguages("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 412, 'column': 30, 'index': 14076}","  410 |     expect(document.querySelector(""svg"")).toHaveAttribute(""height"", ""205"");
  411 |
> 412 |     document.body.innerHTML = renderTopLanguages(
      |                              ^ Eager Test
  413 |       {
  414 |         ...langs,
  415 |         python: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 427, 'column': 30, 'index': 14414}","  425 |
  426 |   it(""should render with custom width set"", () => {
> 427 |     document.body.innerHTML = renderTopLanguages(langs, {});
      |                              ^ Eager Test
  428 |
  429 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""300"");
  430 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 431, 'column': 30, 'index': 14552}","  429 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""300"");
  430 |
> 431 |     document.body.innerHTML = renderTopLanguages(langs, { card_width: 400 });
      |                              ^ Eager Test
  432 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""400"");
  433 |   });
  434 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 436, 'column': 30, 'index': 14757}","  434 |
  435 |   it(""should render with min width"", () => {
> 436 |     document.body.innerHTML = renderTopLanguages(langs, { card_width: 190 });
      |                              ^ Eager Test
  437 |
  438 |     expect(document.querySelector(""svg"")).toHaveAttribute(
  439 |       ""width"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 443, 'column': 30, 'index': 14951}","  441 |     );
  442 |
> 443 |     document.body.innerHTML = renderTopLanguages(langs, { card_width: 100 });
      |                              ^ Eager Test
  444 |     expect(document.querySelector(""svg"")).toHaveAttribute(
  445 |       ""width"",
  446 |       MIN_CARD_WIDTH.toString(),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 566, 'column': 30, 'index': 19012}","  564 |
  565 |   it(""should render with layout donut"", () => {
> 566 |     document.body.innerHTML = renderTopLanguages(langs, { layout: ""donut"" });
      |                              ^ Eager Test
  567 |
  568 |     expect(queryByTestId(document.body, ""header"")).toHaveTextContent(
  569 |       ""Most Used Languages"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 621, 'column': 30, 'index': 20846}","  619 |
  620 |     // Should render full donut (circle) if one language is 100%.
> 621 |     document.body.innerHTML = renderTopLanguages(
      |                              ^ Eager Test
  622 |       { HTML: langs.HTML },
  623 |       { layout: ""donut"" },
  624 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 736, 'column': 30, 'index': 24437}","  734 |
  735 |   it(""should render with layout pie"", () => {
> 736 |     document.body.innerHTML = renderTopLanguages(langs, { layout: ""pie"" });
      |                              ^ Eager Test
  737 |
  738 |     expect(queryByTestId(document.body, ""header"")).toHaveTextContent(
  739 |       ""Most Used Languages"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 792, 'column': 30, 'index': 26248}","  790 |
  791 |     // Should render full pie (circle) if one language is 100%.
> 792 |     document.body.innerHTML = renderTopLanguages(
      |                              ^ Eager Test
  793 |       { HTML: langs.HTML },
  794 |       { layout: ""pie"" },
  795 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 817, 'column': 30, 'index': 27028}","  815 |
  816 |   it(""should render without rounding"", () => {
> 817 |     document.body.innerHTML = renderTopLanguages(langs, { border_radius: ""0"" });
      |                              ^ Eager Test
  818 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""0"");
  819 |     document.body.innerHTML = renderTopLanguages(langs, {});
  820 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""4.5"");"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 819, 'column': 30, 'index': 27180}","  817 |     document.body.innerHTML = renderTopLanguages(langs, { border_radius: ""0"" });
  818 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""0"");
> 819 |     document.body.innerHTML = renderTopLanguages(langs, {});
      |                              ^ Eager Test
  820 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""4.5"");
  821 |   });
  822 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 852, 'column': 30, 'index': 28267}","  850 |
  851 |   it(""should show proper stats format"", () => {
> 852 |     document.body.innerHTML = renderTopLanguages(langs, {
      |                              ^ Eager Test
  853 |       layout: ""compact"",
  854 |       stats_format: ""percentages"",
  855 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Eager Test,"{'line': 869, 'column': 30, 'index': 28723}","  867 |     );
  868 |
> 869 |     document.body.innerHTML = renderTopLanguages(langs, {
      |                              ^ Eager Test
  870 |       layout: ""compact"",
  871 |       stats_format: ""bytes"",
  872 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 357, 'column': 30, 'index': 12292}","  355 | describe(""Test renderTopLanguages"", () => {
  356 |   it(""should render correctly"", () => {
> 357 |     document.body.innerHTML = renderTopLanguages(langs);
      |                              ^ Lazy Test
  358 |
  359 |     expect(queryByTestId(document.body, ""header"")).toHaveTextContent(
  360 |       ""Most Used Languages"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 387, 'column': 30, 'index': 13175}","  385 |
  386 |   it(""should hide languages when hide is passed"", () => {
> 387 |     document.body.innerHTML = renderTopLanguages(langs, {
      |                              ^ Lazy Test
  388 |       hide: [""HTML""],
  389 |     });
  390 |     expect(queryAllByTestId(document.body, ""lang-name"")[0]).toBeInTheDocument("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 409, 'column': 30, 'index': 13938}","  407 |
  408 |   it(""should resize the height correctly depending on langs"", () => {
> 409 |     document.body.innerHTML = renderTopLanguages(langs, {});
      |                              ^ Lazy Test
  410 |     expect(document.querySelector(""svg"")).toHaveAttribute(""height"", ""205"");
  411 |
  412 |     document.body.innerHTML = renderTopLanguages("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 427, 'column': 30, 'index': 14414}","  425 |
  426 |   it(""should render with custom width set"", () => {
> 427 |     document.body.innerHTML = renderTopLanguages(langs, {});
      |                              ^ Lazy Test
  428 |
  429 |     expect(document.querySelector(""svg"")).toHaveAttribute(""width"", ""300"");
  430 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 436, 'column': 30, 'index': 14757}","  434 |
  435 |   it(""should render with min width"", () => {
> 436 |     document.body.innerHTML = renderTopLanguages(langs, { card_width: 190 });
      |                              ^ Lazy Test
  437 |
  438 |     expect(document.querySelector(""svg"")).toHaveAttribute(
  439 |       ""width"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 451, 'column': 30, 'index': 15204}","  449 |
  450 |   it(""should render default colors properly"", () => {
> 451 |     document.body.innerHTML = renderTopLanguages(langs);
      |                              ^ Lazy Test
  452 |
  453 |     const styleTag = document.querySelector(""style"");
  454 |     const stylesObject = cssToObject(styleTag.textContent);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 475, 'column': 30, 'index': 15921}","  473 |     };
  474 |
> 475 |     document.body.innerHTML = renderTopLanguages(langs, { ...customColors });
      |                              ^ Lazy Test
  476 |
  477 |     const styleTag = document.querySelector(""style"");
  478 |     const stylesObject = cssToObject(styleTag.innerHTML);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 492, 'column': 30, 'index': 16560}","  490 |
  491 |   it(""should render custom colors with themes"", () => {
> 492 |     document.body.innerHTML = renderTopLanguages(langs, {
      |                              ^ Lazy Test
  493 |       title_color: ""5a0"",
  494 |       theme: ""radical"",
  495 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 513, 'column': 32, 'index': 17275}","  511 |   it(""should render with all the themes"", () => {
  512 |     Object.keys(themes).forEach((name) => {
> 513 |       document.body.innerHTML = renderTopLanguages(langs, {
      |                                ^ Lazy Test
  514 |         theme: name,
  515 |       });
  516 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 534, 'column': 30, 'index': 18094}","  532 |
  533 |   it(""should render with layout compact"", () => {
> 534 |     document.body.innerHTML = renderTopLanguages(langs, { layout: ""compact"" });
      |                              ^ Lazy Test
  535 |
  536 |     expect(queryByTestId(document.body, ""header"")).toHaveTextContent(
  537 |       ""Most Used Languages"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 566, 'column': 30, 'index': 19012}","  564 |
  565 |   it(""should render with layout donut"", () => {
> 566 |     document.body.innerHTML = renderTopLanguages(langs, { layout: ""donut"" });
      |                              ^ Lazy Test
  567 |
  568 |     expect(queryByTestId(document.body, ""header"")).toHaveTextContent(
  569 |       ""Most Used Languages"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 639, 'column': 30, 'index': 21415}","  637 |
  638 |   it(""should render with layout donut vertical"", () => {
> 639 |     document.body.innerHTML = renderTopLanguages(langs, {
      |                              ^ Lazy Test
  640 |       layout: ""donut-vertical"",
  641 |     });
  642 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 709, 'column': 30, 'index': 23626}","  707 |
  708 |   it(""should render with layout donut vertical full donut circle of one language is 100%"", () => {
> 709 |     document.body.innerHTML = renderTopLanguages(
      |                              ^ Lazy Test
  710 |       { HTML: langs.HTML },
  711 |       { layout: ""donut-vertical"" },
  712 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 736, 'column': 30, 'index': 24437}","  734 |
  735 |   it(""should render with layout pie"", () => {
> 736 |     document.body.innerHTML = renderTopLanguages(langs, { layout: ""pie"" });
      |                              ^ Lazy Test
  737 |
  738 |     expect(queryByTestId(document.body, ""header"")).toHaveTextContent(
  739 |       ""Most Used Languages"","
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 810, 'column': 30, 'index': 26801}","  808 |
  809 |   it(""should render a translated title"", () => {
> 810 |     document.body.innerHTML = renderTopLanguages(langs, { locale: ""cn"" });
      |                              ^ Lazy Test
  811 |     expect(document.getElementsByClassName(""header"")[0].textContent).toBe(
  812 |       ""最常用的语言"",
  813 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 817, 'column': 30, 'index': 27028}","  815 |
  816 |   it(""should render without rounding"", () => {
> 817 |     document.body.innerHTML = renderTopLanguages(langs, { border_radius: ""0"" });
      |                              ^ Lazy Test
  818 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""0"");
  819 |     document.body.innerHTML = renderTopLanguages(langs, {});
  820 |     expect(document.querySelector(""rect"")).toHaveAttribute(""rx"", ""4.5"");"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 827, 'column': 30, 'index': 27435}","  825 |       langs_count: 1,
  826 |     };
> 827 |     document.body.innerHTML = renderTopLanguages(langs, { ...options });
      |                              ^ Lazy Test
  828 |     expect(queryAllByTestId(document.body, ""lang-name"").length).toBe(
  829 |       options.langs_count,
  830 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 838, 'column': 30, 'index': 27777}","  836 |       langs_count: 2,
  837 |     };
> 838 |     document.body.innerHTML = renderTopLanguages(langs, { ...options });
      |                              ^ Lazy Test
  839 |     expect(queryAllByTestId(document.body, ""lang-name"").length).toBe(
  840 |       options.langs_count,
  841 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 845, 'column': 30, 'index': 28061}","  843 |
  844 |   it('should show ""No languages data."" message instead of empty card when nothing to show', () => {
> 845 |     document.body.innerHTML = renderTopLanguages({});
      |                              ^ Lazy Test
  846 |     expect(document.querySelector("".stat"").textContent).toBe(
  847 |       ""No languages data."",
  848 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Lazy Test,"{'line': 852, 'column': 30, 'index': 28267}","  850 |
  851 |   it(""should show proper stats format"", () => {
> 852 |     document.body.innerHTML = renderTopLanguages(langs, {
      |                              ^ Lazy Test
  853 |       layout: ""compact"",
  854 |       stats_format: ""percentages"",
  855 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 123, 'column': 37, 'index': 3348}","  121 |
  122 |   it(""degreesToRadians"", () => {
> 123 |     expect(degreesToRadians(0)).toBe(0);
      |                                     ^ Magic Number
  124 |     expect(degreesToRadians(90)).toBe(Math.PI / 2);
  125 |     expect(degreesToRadians(180)).toBe(Math.PI);
  126 |     expect(degreesToRadians(270)).toBe((3 * Math.PI) / 2);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 131, 'column': 37, 'index': 3642}","  129 |
  130 |   it(""radiansToDegrees"", () => {
> 131 |     expect(radiansToDegrees(0)).toBe(0);
      |                                     ^ Magic Number
  132 |     expect(radiansToDegrees(Math.PI / 2)).toBe(90);
  133 |     expect(radiansToDegrees(Math.PI)).toBe(180);
  134 |     expect(radiansToDegrees((3 * Math.PI) / 2)).toBe(270);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 132, 'column': 47, 'index': 3693}","  130 |   it(""radiansToDegrees"", () => {
  131 |     expect(radiansToDegrees(0)).toBe(0);
> 132 |     expect(radiansToDegrees(Math.PI / 2)).toBe(90);
      |                                               ^ Magic Number
  133 |     expect(radiansToDegrees(Math.PI)).toBe(180);
  134 |     expect(radiansToDegrees((3 * Math.PI) / 2)).toBe(270);
  135 |     expect(radiansToDegrees(2 * Math.PI)).toBe(360);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 133, 'column': 43, 'index': 3741}","  131 |     expect(radiansToDegrees(0)).toBe(0);
  132 |     expect(radiansToDegrees(Math.PI / 2)).toBe(90);
> 133 |     expect(radiansToDegrees(Math.PI)).toBe(180);
      |                                           ^ Magic Number
  134 |     expect(radiansToDegrees((3 * Math.PI) / 2)).toBe(270);
  135 |     expect(radiansToDegrees(2 * Math.PI)).toBe(360);
  136 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 134, 'column': 53, 'index': 3800}","  132 |     expect(radiansToDegrees(Math.PI / 2)).toBe(90);
  133 |     expect(radiansToDegrees(Math.PI)).toBe(180);
> 134 |     expect(radiansToDegrees((3 * Math.PI) / 2)).toBe(270);
      |                                                     ^ Magic Number
  135 |     expect(radiansToDegrees(2 * Math.PI)).toBe(360);
  136 |   });
  137 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 135, 'column': 47, 'index': 3853}","  133 |     expect(radiansToDegrees(Math.PI)).toBe(180);
  134 |     expect(radiansToDegrees((3 * Math.PI) / 2)).toBe(270);
> 135 |     expect(radiansToDegrees(2 * Math.PI)).toBe(360);
      |                                               ^ Magic Number
  136 |   });
  137 |
  138 |   it(""polarToCartesian"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 210, 'column': 49, 'index': 6309}","  208 |
  209 |   it(""calculateCompactLayoutHeight"", () => {
> 210 |     expect(calculateCompactLayoutHeight(0)).toBe(90);
      |                                                 ^ Magic Number
  211 |     expect(calculateCompactLayoutHeight(1)).toBe(115);
  212 |     expect(calculateCompactLayoutHeight(2)).toBe(115);
  213 |     expect(calculateCompactLayoutHeight(3)).toBe(140);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 211, 'column': 49, 'index': 6363}","  209 |   it(""calculateCompactLayoutHeight"", () => {
  210 |     expect(calculateCompactLayoutHeight(0)).toBe(90);
> 211 |     expect(calculateCompactLayoutHeight(1)).toBe(115);
      |                                                 ^ Magic Number
  212 |     expect(calculateCompactLayoutHeight(2)).toBe(115);
  213 |     expect(calculateCompactLayoutHeight(3)).toBe(140);
  214 |     expect(calculateCompactLayoutHeight(4)).toBe(140);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 212, 'column': 49, 'index': 6418}","  210 |     expect(calculateCompactLayoutHeight(0)).toBe(90);
  211 |     expect(calculateCompactLayoutHeight(1)).toBe(115);
> 212 |     expect(calculateCompactLayoutHeight(2)).toBe(115);
      |                                                 ^ Magic Number
  213 |     expect(calculateCompactLayoutHeight(3)).toBe(140);
  214 |     expect(calculateCompactLayoutHeight(4)).toBe(140);
  215 |     expect(calculateCompactLayoutHeight(5)).toBe(165);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/github-readme-stats/tests/renderTopLanguagesCard.test.js,Magic Number,"{'line': 213, 'column': 49, 'index': 6473}","  211 |     expect(calculateCompactLayoutHeight(1)).toBe(115);
  212 |     expect(calculateCompactLayoutHeight(2)).toBe(115);
> 213 |     expect(calculateCompactLayoutHeight(3)).toBe(140);
      |                                                 ^ Magic Number
  214 |     expect(calculateCompactLayoutHeight(4)).toBe(140);
  215 |     expect(calculateCompactLayoutHeight(5)).toBe(165);
  216 |     expect(calculateCompactLayoutHeight(6)).toBe(165);"
